"id","city_name","latitude","longitude","timestamp","curr_temperature"
374,Brian Head,37.692681,-112.850196,"2025-01-09 08:59:19",9.8
375,Salt Lake City,40.400000,-111.850500,"2025-01-09 09:08:23",27.6
376,Kamas,40.640216,-111.280745,"2025-01-09 09:08:24",14.2
377,Mirror Lake,40.701123,-110.887579,"2025-01-09 09:08:24",3.6
378,Lucin,41.346238,-113.905283,"2025-01-09 09:08:25",25.7
379,Brian Head,37.692681,-112.850196,"2025-01-09 09:08:26",10.2
380,Salt Lake City,40.400000,-111.850500,"2025-01-09 09:15:23",28.4
381,Kamas,40.640216,-111.280745,"2025-01-09 09:15:23",15.1
382,Mirror Lake,40.701123,-110.887579,"2025-01-09 09:15:24",5.9
383,Lucin,41.346238,-113.905283,"2025-01-09 09:15:25",26.5
384,Brian Head,37.692681,-112.850196,"2025-01-09 09:15:26",10.5
385,Salt Lake City,40.400000,-111.850500,"2025-01-09 09:23:00",28.4
386,Kamas,40.640216,-111.280745,"2025-01-09 09:23:00",15.1
387,Mirror Lake,40.701123,-110.887579,"2025-01-09 09:23:01",5.9
388,Lucin,41.346238,-113.905283,"2025-01-09 09:23:02",26.5
389,Brian Head,37.692681,-112.850196,"2025-01-09 09:23:03",10.5
390,Salt Lake City,40.400000,-111.850500,"2025-01-09 09:31:13",29.2
391,Kamas,40.640216,-111.280745,"2025-01-09 09:31:14",16.5
392,Mirror Lake,40.701123,-110.887579,"2025-01-09 09:31:15",8.5
393,Lucin,41.346238,-113.905283,"2025-01-09 09:31:15",27.8
394,Brian Head,37.692681,-112.850196,"2025-01-09 09:31:16",10.7
395,Salt Lake City,40.400000,-111.850500,"2025-01-09 09:45:23",30.0
396,Kamas,40.640216,-111.280745,"2025-01-09 09:45:24",17.3
397,Mirror Lake,40.701123,-110.887579,"2025-01-09 09:45:25",10.8
398,Lucin,41.346238,-113.905283,"2025-01-09 09:45:26",29.5
399,Brian Head,37.692681,-112.850196,"2025-01-09 09:45:26",10.8
400,Salt Lake City,40.400000,-111.850500,"2025-01-09 09:58:24",30.0
401,Kamas,40.640216,-111.280745,"2025-01-09 09:58:25",17.3
402,Mirror Lake,40.701123,-110.887579,"2025-01-09 09:58:25",10.8
403,Lucin,41.346238,-113.905283,"2025-01-09 09:58:26",29.5
404,Brian Head,37.692681,-112.850196,"2025-01-09 09:58:27",10.8
405,Salt Lake City,40.400000,-111.850500,"2025-01-09 10:19:47",30.6
406,Kamas,40.640216,-111.280745,"2025-01-09 10:19:48",20.3
407,Mirror Lake,40.701123,-110.887579,"2025-01-09 10:19:49",11.9
408,Lucin,41.346238,-113.905283,"2025-01-09 10:19:50",31.5
409,Brian Head,37.692681,-112.850196,"2025-01-09 10:19:50",11.3
410,Salt Lake City,40.400000,-111.850500,"2025-01-09 10:28:08",30.6
411,Kamas,40.640216,-111.280745,"2025-01-09 10:28:09",20.3
412,Mirror Lake,40.701123,-110.887579,"2025-01-09 10:28:10",11.9
413,Lucin,41.346238,-113.905283,"2025-01-09 10:28:10",31.5
414,Brian Head,37.692681,-112.850196,"2025-01-09 10:28:11",11.3
415,Salt Lake City,40.400000,-111.850500,"2025-01-09 10:50:25",32.6
416,Kamas,40.640216,-111.280745,"2025-01-09 10:50:25",21.5
417,Mirror Lake,40.701123,-110.887579,"2025-01-09 10:50:26",12.6
418,Lucin,41.346238,-113.905283,"2025-01-09 10:50:27",32.9
419,Brian Head,37.692681,-112.850196,"2025-01-09 10:50:28",12.2
423,Salt Lake City,40.400000,-111.850500,"2025-01-09 13:36:53",37.0
424,Kamas,40.640216,-111.280745,"2025-01-09 13:36:54",30.1
425,Mirror Lake,40.701123,-110.887579,"2025-01-09 13:36:55",14.8
426,Lucin,41.346238,-113.905283,"2025-01-09 13:36:55",39.6
427,Brian Head,37.692681,-112.850196,"2025-01-09 13:36:56",14.1
428,Salt Lake City,40.400000,-111.850500,"2025-01-09 13:41:57",37.0
429,Kamas,40.640216,-111.280745,"2025-01-09 13:41:58",30.1
430,Mirror Lake,40.701123,-110.887579,"2025-01-09 13:41:59",14.8
431,Lucin,41.346238,-113.905283,"2025-01-09 13:42:00",39.6
432,Brian Head,37.692681,-112.850196,"2025-01-09 13:42:00",14.1
433,Salt Lake City,40.400000,-111.850500,"2025-01-09 13:47:01",37.2
434,Kamas,40.640216,-111.280745,"2025-01-09 13:47:02",30.1
435,Mirror Lake,40.701123,-110.887579,"2025-01-09 13:47:03",15.1
436,Lucin,41.346238,-113.905283,"2025-01-09 13:47:04",39.9
437,Brian Head,37.692681,-112.850196,"2025-01-09 13:47:05",14.6
438,Salt Lake City,40.400000,-111.850500,"2025-01-09 13:52:06",37.2
439,Kamas,40.640216,-111.280745,"2025-01-09 13:52:07",30.1
440,Mirror Lake,40.701123,-110.887579,"2025-01-09 13:52:07",15.1
441,Lucin,41.346238,-113.905283,"2025-01-09 13:52:08",39.9
442,Brian Head,37.692681,-112.850196,"2025-01-09 13:52:29",14.6
443,Salt Lake City,40.400000,-111.850500,"2025-01-09 14:00:03",37.2
444,Kamas,40.640216,-111.280745,"2025-01-09 14:00:04",29.4
445,Mirror Lake,40.701123,-110.887579,"2025-01-09 14:00:05",15.1
446,Lucin,41.346238,-113.905283,"2025-01-09 14:00:06",40.0
447,Brian Head,37.692681,-112.850196,"2025-01-09 14:00:07",14.7
448,Salt Lake City,40.400000,-111.850500,"2025-01-09 14:05:08",37.2
449,Kamas,40.640216,-111.280745,"2025-01-09 14:05:09",29.4
450,Mirror Lake,40.701123,-110.887579,"2025-01-09 14:05:10",15.1
451,Lucin,41.346238,-113.905283,"2025-01-09 14:05:11",40.0
452,Brian Head,37.692681,-112.850196,"2025-01-09 14:05:12",14.7
453,Salt Lake City,40.400000,-111.850500,"2025-01-09 14:10:13",37.2
454,Kamas,40.640216,-111.280745,"2025-01-09 14:10:14",29.4
455,Mirror Lake,40.701123,-110.887579,"2025-01-09 14:10:14",15.1
456,Lucin,41.346238,-113.905283,"2025-01-09 14:10:15",40.0
457,Brian Head,37.692681,-112.850196,"2025-01-09 14:10:16",14.7
458,Salt Lake City,40.400000,-111.850500,"2025-01-09 14:15:28",37.3
459,Kamas,40.640216,-111.280745,"2025-01-09 14:15:29",29.1
460,Mirror Lake,40.701123,-110.887579,"2025-01-09 14:15:30",15.2
461,Lucin,41.346238,-113.905283,"2025-01-09 14:15:31",40.3
462,Brian Head,37.692681,-112.850196,"2025-01-09 14:15:32",14.6
463,Salt Lake City,40.400000,-111.850500,"2025-01-09 14:23:16",37.3
464,Kamas,40.640216,-111.280745,"2025-01-09 14:23:17",29.1
465,Mirror Lake,40.701123,-110.887579,"2025-01-09 14:23:18",15.2
466,Lucin,41.346238,-113.905283,"2025-01-09 14:23:19",40.3
467,Brian Head,37.692681,-112.850196,"2025-01-09 14:23:19",14.6
468,Salt Lake City,40.400000,-111.850500,"2025-01-09 14:52:30",35.8
469,Kamas,40.640216,-111.280745,"2025-01-09 14:52:31",27.4
470,Mirror Lake,40.701123,-110.887579,"2025-01-09 14:52:32",14.8
471,Lucin,41.346238,-113.905283,"2025-01-09 14:52:33",40.2
472,Brian Head,37.692681,-112.850196,"2025-01-09 14:52:33",13.8
473,Salt Lake City,40.400000,-111.850500,"2025-01-09 14:57:46",35.8
474,Kamas,40.640216,-111.280745,"2025-01-09 14:57:47",27.4
475,Mirror Lake,40.701123,-110.887579,"2025-01-09 14:57:48",14.8
476,Lucin,41.346238,-113.905283,"2025-01-09 14:57:49",40.2
477,Brian Head,37.692681,-112.850196,"2025-01-09 14:57:49",13.8
478,Salt Lake City,40.400000,-111.850500,"2025-01-09 15:30:31",36.2
479,Kamas,40.640216,-111.280745,"2025-01-09 15:30:32",27.4
480,Mirror Lake,40.701123,-110.887579,"2025-01-09 15:30:33",14.7
481,Lucin,41.346238,-113.905283,"2025-01-09 15:30:33",40.3
482,Brian Head,37.692681,-112.850196,"2025-01-09 15:30:34",13.8
483,Salt Lake City,40.400000,-111.850500,"2025-01-09 16:01:17",34.1
484,Kamas,40.640216,-111.280745,"2025-01-09 16:01:18",25.7
485,Mirror Lake,40.701123,-110.887579,"2025-01-09 16:01:19",13.5
486,Lucin,41.346238,-113.905283,"2025-01-09 16:01:20",37.5
487,Brian Head,37.692681,-112.850196,"2025-01-09 16:01:21",12.0
488,Salt Lake City,40.400000,-111.850500,"2025-01-09 16:06:21",34.1
489,Kamas,40.640216,-111.280745,"2025-01-09 16:06:22",25.7
490,Mirror Lake,40.701123,-110.887579,"2025-01-09 16:06:23",13.5
491,Lucin,41.346238,-113.905283,"2025-01-09 16:06:24",37.5
492,Brian Head,37.692681,-112.850196,"2025-01-09 16:06:25",12.0
493,Salt Lake City,40.400000,-111.850500,"2025-01-09 16:16:03",33.9
494,Kamas,40.640216,-111.280745,"2025-01-09 16:16:04",25.4
495,Mirror Lake,40.701123,-110.887579,"2025-01-09 16:16:05",12.9
496,Lucin,41.346238,-113.905283,"2025-01-09 16:16:06",36.8
497,Brian Head,37.692681,-112.850196,"2025-01-09 16:16:06",11.9
498,Salt Lake City,40.400000,-111.850500,"2025-01-09 16:24:32",33.9
499,Kamas,40.640216,-111.280745,"2025-01-09 16:24:33",25.4
500,Mirror Lake,40.701123,-110.887579,"2025-01-09 16:24:34",12.9
501,Lucin,41.346238,-113.905283,"2025-01-09 16:24:34",36.8
502,Brian Head,37.692681,-112.850196,"2025-01-09 16:24:35",11.9
503,Salt Lake City,40.400000,-111.850500,"2025-01-09 16:30:35",33.3
504,Kamas,40.640216,-111.280745,"2025-01-09 16:30:36",24.8
505,Mirror Lake,40.701123,-110.887579,"2025-01-09 16:30:37",11.8
506,Lucin,41.346238,-113.905283,"2025-01-09 16:30:38",36.0
507,Brian Head,37.692681,-112.850196,"2025-01-09 16:30:38",11.6
508,Salt Lake City,40.400000,-111.850500,"2025-01-09 16:38:36",33.3
509,Kamas,40.640216,-111.280745,"2025-01-09 16:38:37",24.8
510,Mirror Lake,40.701123,-110.887579,"2025-01-09 16:38:38",11.8
511,Lucin,41.346238,-113.905283,"2025-01-09 16:38:38",36.0
512,Brian Head,37.692681,-112.850196,"2025-01-09 16:38:39",11.6
513,Salt Lake City,40.400000,-111.850500,"2025-01-09 16:51:33",32.5
514,Kamas,40.640216,-111.280745,"2025-01-09 16:51:34",24.0
515,Mirror Lake,40.701123,-110.887579,"2025-01-09 16:51:35",10.1
516,Lucin,41.346238,-113.905283,"2025-01-09 16:51:35",35.3
517,Brian Head,37.692681,-112.850196,"2025-01-09 16:51:36",11.9
518,Salt Lake City,40.400000,-111.850500,"2025-01-09 16:57:33",32.5
519,Kamas,40.640216,-111.280745,"2025-01-09 16:57:34",24.0
520,Mirror Lake,40.701123,-110.887579,"2025-01-09 16:57:35",10.1
521,Lucin,41.346238,-113.905283,"2025-01-09 16:57:36",35.3
522,Brian Head,37.692681,-112.850196,"2025-01-09 16:57:36",11.9
523,Salt Lake City,40.400000,-111.850500,"2025-01-09 17:07:16",31.9
524,Kamas,40.640216,-111.280745,"2025-01-09 17:07:17",23.0
525,Mirror Lake,40.701123,-110.887579,"2025-01-09 17:07:17",8.2
526,Lucin,41.346238,-113.905283,"2025-01-09 17:07:18",33.8
527,Brian Head,37.692681,-112.850196,"2025-01-09 17:07:19",11.9
528,Salt Lake City,40.400000,-111.850500,"2025-01-09 17:44:13",31.1
529,Kamas,40.640216,-111.280745,"2025-01-09 17:44:14",20.5
530,Mirror Lake,40.701123,-110.887579,"2025-01-09 17:44:15",4.5
531,Lucin,41.346238,-113.905283,"2025-01-09 17:44:15",31.5
532,Brian Head,37.692681,-112.850196,"2025-01-09 17:44:16",11.1
533,Salt Lake City,40.400000,-111.850500,"2025-01-09 17:49:17",31.0
534,Kamas,40.640216,-111.280745,"2025-01-09 17:49:18",19.8
535,Mirror Lake,40.701123,-110.887579,"2025-01-09 17:49:19",3.2
536,Lucin,41.346238,-113.905283,"2025-01-09 17:49:20",30.6
537,Brian Head,37.692681,-112.850196,"2025-01-09 17:49:20",11.0
538,Salt Lake City,40.400000,-111.850500,"2025-01-09 17:54:22",31.0
539,Kamas,40.640216,-111.280745,"2025-01-09 17:54:23",19.8
540,Mirror Lake,40.701123,-110.887579,"2025-01-09 17:54:24",3.2
541,Lucin,41.346238,-113.905283,"2025-01-09 17:54:25",30.6
542,Brian Head,37.692681,-112.850196,"2025-01-09 17:54:25",11.0
543,Salt Lake City,40.400000,-111.850500,"2025-01-09 17:59:27",31.0
544,Kamas,40.640216,-111.280745,"2025-01-09 17:59:27",19.8
545,Mirror Lake,40.701123,-110.887579,"2025-01-09 17:59:28",3.2
546,Lucin,41.346238,-113.905283,"2025-01-09 17:59:29",30.6
547,Brian Head,37.692681,-112.850196,"2025-01-09 17:59:30",11.0
548,Salt Lake City,40.400000,-111.850500,"2025-01-09 18:04:31",30.7
549,Kamas,40.640216,-111.280745,"2025-01-09 18:04:32",19.2
550,Mirror Lake,40.701123,-110.887579,"2025-01-09 18:04:33",2.7
551,Lucin,41.346238,-113.905283,"2025-01-09 18:04:34",30.0
552,Brian Head,37.692681,-112.850196,"2025-01-09 18:04:34",10.9
553,Salt Lake City,40.400000,-111.850500,"2025-01-09 18:09:35",30.7
554,Kamas,40.640216,-111.280745,"2025-01-09 18:09:36",19.2
555,Mirror Lake,40.701123,-110.887579,"2025-01-09 18:09:37",2.7
556,Lucin,41.346238,-113.905283,"2025-01-09 18:09:38",30.0
557,Brian Head,37.692681,-112.850196,"2025-01-09 18:09:38",10.9
558,Salt Lake City,40.400000,-111.850500,"2025-01-09 18:14:40",30.7
559,Kamas,40.640216,-111.280745,"2025-01-09 18:14:40",19.2
560,Mirror Lake,40.701123,-110.887579,"2025-01-09 18:14:41",2.7
561,Lucin,41.346238,-113.905283,"2025-01-09 18:14:42",30.0
562,Brian Head,37.692681,-112.850196,"2025-01-09 18:14:43",10.9
563,Salt Lake City,40.400000,-111.850500,"2025-01-09 18:19:44",29.9
564,Kamas,40.640216,-111.280745,"2025-01-09 18:19:45",18.5
565,Mirror Lake,40.701123,-110.887579,"2025-01-09 18:19:45",1.8
566,Lucin,41.346238,-113.905283,"2025-01-09 18:19:46",29.3
567,Brian Head,37.692681,-112.850196,"2025-01-09 18:19:47",10.5
568,Salt Lake City,40.400000,-111.850500,"2025-01-09 18:24:48",29.9
569,Kamas,40.640216,-111.280745,"2025-01-09 18:24:49",18.5
570,Mirror Lake,40.701123,-110.887579,"2025-01-09 18:24:50",1.8
571,Lucin,41.346238,-113.905283,"2025-01-09 18:24:50",29.3
572,Brian Head,37.692681,-112.850196,"2025-01-09 18:24:51",10.5
573,Salt Lake City,40.400000,-111.850500,"2025-01-09 18:29:52",29.9
574,Kamas,40.640216,-111.280745,"2025-01-09 18:29:53",18.5
575,Mirror Lake,40.701123,-110.887579,"2025-01-09 18:29:54",1.8
576,Lucin,41.346238,-113.905283,"2025-01-09 18:29:55",29.3
577,Brian Head,37.692681,-112.850196,"2025-01-09 18:29:55",10.5
578,Salt Lake City,40.400000,-111.850500,"2025-01-09 18:34:56",29.9
579,Kamas,40.640216,-111.280745,"2025-01-09 18:34:57",18.1
580,Mirror Lake,40.701123,-110.887579,"2025-01-09 18:34:58",1.1
581,Lucin,41.346238,-113.905283,"2025-01-09 18:34:59",28.9
582,Brian Head,37.692681,-112.850196,"2025-01-09 18:35:00",10.3
583,Salt Lake City,40.400000,-111.850500,"2025-01-09 18:40:01",29.9
584,Kamas,40.640216,-111.280745,"2025-01-09 18:40:01",18.1
585,Mirror Lake,40.701123,-110.887579,"2025-01-09 18:40:02",1.1
586,Lucin,41.346238,-113.905283,"2025-01-09 18:40:03",28.9
587,Brian Head,37.692681,-112.850196,"2025-01-09 18:40:04",10.3
588,Salt Lake City,40.400000,-111.850500,"2025-01-09 18:45:05",29.9
589,Kamas,40.640216,-111.280745,"2025-01-09 18:45:06",17.5
590,Mirror Lake,40.701123,-110.887579,"2025-01-09 18:45:06",0.6
591,Lucin,41.346238,-113.905283,"2025-01-09 18:45:07",28.6
592,Brian Head,37.692681,-112.850196,"2025-01-09 18:45:08",10.2
593,Salt Lake City,40.400000,-111.850500,"2025-01-09 18:50:09",29.9
594,Kamas,40.640216,-111.280745,"2025-01-09 18:50:10",17.5
595,Mirror Lake,40.701123,-110.887579,"2025-01-09 18:50:11",0.6
596,Lucin,41.346238,-113.905283,"2025-01-09 18:50:11",28.6
597,Brian Head,37.692681,-112.850196,"2025-01-09 18:50:12",10.2
598,Salt Lake City,40.400000,-111.850500,"2025-01-09 18:55:13",29.9
599,Kamas,40.640216,-111.280745,"2025-01-09 18:55:14",17.5
600,Mirror Lake,40.701123,-110.887579,"2025-01-09 18:55:15",0.6
601,Lucin,41.346238,-113.905283,"2025-01-09 18:55:16",28.6
602,Brian Head,37.692681,-112.850196,"2025-01-09 18:55:16",10.2
603,Salt Lake City,40.400000,-111.850500,"2025-01-09 19:00:17",30.2
604,Kamas,40.640216,-111.280745,"2025-01-09 19:00:18",16.8
605,Mirror Lake,40.701123,-110.887579,"2025-01-09 19:00:20",0.2
606,Lucin,41.346238,-113.905283,"2025-01-09 19:00:21",28.2
607,Brian Head,37.692681,-112.850196,"2025-01-09 19:00:22",10.3
608,Salt Lake City,40.400000,-111.850500,"2025-01-09 19:05:23",30.2
609,Kamas,40.640216,-111.280745,"2025-01-09 19:05:23",16.8
610,Mirror Lake,40.701123,-110.887579,"2025-01-09 19:05:24",0.2
611,Lucin,41.346238,-113.905283,"2025-01-09 19:05:25",28.2
612,Brian Head,37.692681,-112.850196,"2025-01-09 19:05:26",10.3
613,Salt Lake City,40.400000,-111.850500,"2025-01-09 19:10:27",30.2
614,Kamas,40.640216,-111.280745,"2025-01-09 19:10:27",16.8
615,Mirror Lake,40.701123,-110.887579,"2025-01-09 19:10:28",0.2
616,Lucin,41.346238,-113.905283,"2025-01-09 19:10:29",28.2
617,Brian Head,37.692681,-112.850196,"2025-01-09 19:10:30",10.3
618,Salt Lake City,40.400000,-111.850500,"2025-01-09 19:15:31",30.1
619,Kamas,40.640216,-111.280745,"2025-01-09 19:15:32",16.7
620,Mirror Lake,40.701123,-110.887579,"2025-01-09 19:15:32",0.2
621,Lucin,41.346238,-113.905283,"2025-01-09 19:15:33",27.6
622,Brian Head,37.692681,-112.850196,"2025-01-09 19:15:34",9.9
623,Salt Lake City,40.400000,-111.850500,"2025-01-09 19:20:35",30.1
624,Kamas,40.640216,-111.280745,"2025-01-09 19:20:36",16.7
625,Mirror Lake,40.701123,-110.887579,"2025-01-09 19:20:36",0.2
626,Lucin,41.346238,-113.905283,"2025-01-09 19:20:37",27.6
627,Brian Head,37.692681,-112.850196,"2025-01-09 19:20:38",9.9
628,Salt Lake City,40.400000,-111.850500,"2025-01-09 19:25:39",30.1
629,Kamas,40.640216,-111.280745,"2025-01-09 19:25:40",16.7
630,Mirror Lake,40.701123,-110.887579,"2025-01-09 19:25:41",0.2
631,Lucin,41.346238,-113.905283,"2025-01-09 19:25:41",27.6
632,Brian Head,37.692681,-112.850196,"2025-01-09 19:25:42",9.9
633,Salt Lake City,40.400000,-111.850500,"2025-01-09 19:30:43",29.8
634,Kamas,40.640216,-111.280745,"2025-01-09 19:30:44",16.6
635,Mirror Lake,40.701123,-110.887579,"2025-01-09 19:30:45",-0.2
636,Lucin,41.346238,-113.905283,"2025-01-09 19:30:46",27.3
637,Brian Head,37.692681,-112.850196,"2025-01-09 19:30:46",9.8
638,Salt Lake City,40.400000,-111.850500,"2025-01-09 19:35:48",29.8
639,Kamas,40.640216,-111.280745,"2025-01-09 19:35:48",16.6
640,Mirror Lake,40.701123,-110.887579,"2025-01-09 19:35:49",-0.2
641,Lucin,41.346238,-113.905283,"2025-01-09 19:35:50",27.3
642,Brian Head,37.692681,-112.850196,"2025-01-09 19:35:51",9.8
643,Salt Lake City,40.400000,-111.850500,"2025-01-09 19:40:52",29.8
644,Kamas,40.640216,-111.280745,"2025-01-09 19:40:53",16.6
645,Mirror Lake,40.701123,-110.887579,"2025-01-09 19:40:53",-0.2
646,Lucin,41.346238,-113.905283,"2025-01-09 19:40:54",27.3
647,Brian Head,37.692681,-112.850196,"2025-01-09 19:40:55",9.8
648,Salt Lake City,40.400000,-111.850500,"2025-01-09 19:45:56",29.4
649,Kamas,40.640216,-111.280745,"2025-01-09 19:45:57",16.4
650,Mirror Lake,40.701123,-110.887579,"2025-01-09 19:45:58",-0.4
651,Lucin,41.346238,-113.905283,"2025-01-09 19:45:58",26.8
652,Brian Head,37.692681,-112.850196,"2025-01-09 19:45:59",9.8
653,Salt Lake City,40.400000,-111.850500,"2025-01-09 19:51:00",29.4
654,Kamas,40.640216,-111.280745,"2025-01-09 19:51:01",16.4
655,Mirror Lake,40.701123,-110.887579,"2025-01-09 19:51:02",-0.4
656,Lucin,41.346238,-113.905283,"2025-01-09 19:51:03",26.8
657,Brian Head,37.692681,-112.850196,"2025-01-09 19:51:03",9.8
658,Salt Lake City,40.400000,-111.850500,"2025-01-09 19:56:05",29.4
659,Kamas,40.640216,-111.280745,"2025-01-09 19:56:06",16.9
660,Mirror Lake,40.701123,-110.887579,"2025-01-09 19:56:07",0.0
661,Lucin,41.346238,-113.905283,"2025-01-09 19:56:07",27.4
662,Brian Head,37.692681,-112.850196,"2025-01-09 19:56:08",8.8
663,Salt Lake City,40.400000,-111.850500,"2025-01-09 20:29:12",28.8
664,Kamas,40.640216,-111.280745,"2025-01-09 20:29:12",16.3
665,Mirror Lake,40.701123,-110.887579,"2025-01-09 20:29:13",-0.1
666,Lucin,41.346238,-113.905283,"2025-01-09 20:29:14",26.6
667,Brian Head,37.692681,-112.850196,"2025-01-09 20:29:15",8.9
668,Salt Lake City,40.400000,-111.850500,"2025-01-09 20:54:41",27.8
669,Kamas,40.640216,-111.280745,"2025-01-09 20:54:42",16.4
670,Mirror Lake,40.701123,-110.887579,"2025-01-09 20:54:43",0.7
671,Lucin,41.346238,-113.905283,"2025-01-09 20:54:43",25.1
672,Brian Head,37.692681,-112.850196,"2025-01-09 20:54:44",8.6
673,Salt Lake City,40.400000,-111.850500,"2025-01-09 20:59:46",27.8
674,Kamas,40.640216,-111.280745,"2025-01-09 20:59:47",16.4
675,Mirror Lake,40.701123,-110.887579,"2025-01-09 20:59:48",0.7
676,Lucin,41.346238,-113.905283,"2025-01-09 20:59:48",25.1
677,Brian Head,37.692681,-112.850196,"2025-01-09 20:59:49",8.6
678,Salt Lake City,40.400000,-111.850500,"2025-01-09 21:04:50",27.0
679,Kamas,40.640216,-111.280745,"2025-01-09 21:04:51",15.9
680,Mirror Lake,40.701123,-110.887579,"2025-01-09 21:04:52",1.1
681,Lucin,41.346238,-113.905283,"2025-01-09 21:04:53",24.7
682,Brian Head,37.692681,-112.850196,"2025-01-09 21:04:53",8.5
683,Salt Lake City,40.400000,-111.850500,"2025-01-09 21:11:38",27.0
684,Kamas,40.640216,-111.280745,"2025-01-09 21:11:39",15.9
685,Mirror Lake,40.701123,-110.887579,"2025-01-09 21:11:40",1.1
686,Lucin,41.346238,-113.905283,"2025-01-09 21:11:40",24.7
687,Brian Head,37.692681,-112.850196,"2025-01-09 21:11:41",8.5
688,Salt Lake City,40.400000,-111.850500,"2025-01-09 21:16:50",26.4
689,Kamas,40.640216,-111.280745,"2025-01-09 21:16:50",15.8
690,Mirror Lake,40.701123,-110.887579,"2025-01-09 21:16:51",1.4
691,Lucin,41.346238,-113.905283,"2025-01-09 21:16:52",24.7
692,Brian Head,37.692681,-112.850196,"2025-01-09 21:16:53",8.6
693,Salt Lake City,40.400000,-111.850500,"2025-01-09 21:36:16",26.6
694,Kamas,40.640216,-111.280745,"2025-01-09 21:36:17",15.8
695,Mirror Lake,40.701123,-110.887579,"2025-01-09 21:36:17",1.3
696,Lucin,41.346238,-113.905283,"2025-01-09 21:36:18",23.8
697,Brian Head,37.692681,-112.850196,"2025-01-09 21:36:19",8.9
698,Salt Lake City,40.400000,-111.850500,"2025-01-09 21:45:02",26.3
699,Kamas,40.640216,-111.280745,"2025-01-09 21:45:03",15.1
700,Mirror Lake,40.701123,-110.887579,"2025-01-09 21:45:03",1.4
701,Lucin,41.346238,-113.905283,"2025-01-09 21:45:04",23.5
702,Brian Head,37.692681,-112.850196,"2025-01-09 21:45:05",8.9
703,Salt Lake City,40.400000,-111.850500,"2025-01-09 22:00:14",25.8
704,Kamas,40.640216,-111.280745,"2025-01-09 22:00:15",14.8
705,Mirror Lake,40.701123,-110.887579,"2025-01-09 22:00:16",1.9
706,Lucin,41.346238,-113.905283,"2025-01-09 22:00:17",23.3
707,Brian Head,37.692681,-112.850196,"2025-01-09 22:00:18",9.1
708,Salt Lake City,40.400000,-111.850500,"2025-01-09 22:32:44",25.6
709,Kamas,40.640216,-111.280745,"2025-01-09 22:32:45",14.7
710,Mirror Lake,40.701123,-110.887579,"2025-01-09 22:32:45",2.5
711,Lucin,41.346238,-113.905283,"2025-01-09 22:32:46",22.8
712,Brian Head,37.692681,-112.850196,"2025-01-09 22:32:47",9.3
713,Salt Lake City,40.400000,-111.850500,"2025-01-09 22:48:42",25.4
714,Kamas,40.640216,-111.280745,"2025-01-09 22:48:42",14.9
715,Mirror Lake,40.701123,-110.887579,"2025-01-09 22:48:43",2.8
716,Lucin,41.346238,-113.905283,"2025-01-09 22:48:44",22.6
717,Brian Head,37.692681,-112.850196,"2025-01-09 22:48:45",9.5
718,Salt Lake City,40.400000,-111.850500,"2025-01-09 22:54:40",25.6
719,Kamas,40.640216,-111.280745,"2025-01-09 22:54:41",14.9
720,Mirror Lake,40.701123,-110.887579,"2025-01-09 22:54:42",2.7
721,Lucin,41.346238,-113.905283,"2025-01-09 22:54:42",22.6
722,Brian Head,37.692681,-112.850196,"2025-01-09 22:54:43",9.3
723,Salt Lake City,40.400000,-111.850500,"2025-01-09 23:00:02",25.6
724,Kamas,40.640216,-111.280745,"2025-01-09 23:00:02",14.7
725,Mirror Lake,40.701123,-110.887579,"2025-01-09 23:00:03",2.6
726,Lucin,41.346238,-113.905283,"2025-01-09 23:00:04",22.6
727,Brian Head,37.692681,-112.850196,"2025-01-09 23:00:05",9.1
728,Salt Lake City,40.400000,-111.850500,"2025-01-09 23:05:21",25.6
729,Kamas,40.640216,-111.280745,"2025-01-09 23:05:22",14.7
730,Mirror Lake,40.701123,-110.887579,"2025-01-09 23:05:22",2.6
731,Lucin,41.346238,-113.905283,"2025-01-09 23:05:23",22.6
732,Brian Head,37.692681,-112.850196,"2025-01-09 23:05:24",9.1
733,Salt Lake City,40.400000,-111.850500,"2025-01-09 23:20:55",25.3
734,Kamas,40.640216,-111.280745,"2025-01-09 23:20:56",15.1
735,Mirror Lake,40.701123,-110.887579,"2025-01-09 23:20:57",2.9
736,Lucin,41.346238,-113.905283,"2025-01-09 23:20:58",22.5
737,Brian Head,37.692681,-112.850196,"2025-01-09 23:20:58",8.8
738,Salt Lake City,40.400000,-111.850500,"2025-01-09 23:56:14",25.0
739,Kamas,40.640216,-111.280745,"2025-01-09 23:56:14",14.9
740,Mirror Lake,40.701123,-110.887579,"2025-01-09 23:56:15",3.1
741,Lucin,41.346238,-113.905283,"2025-01-09 23:56:16",22.5
742,Brian Head,37.692681,-112.850196,"2025-01-09 23:56:17",8.4
743,Salt Lake City,40.400000,-111.850500,"2025-01-10 00:06:21",24.7
744,Kamas,40.640216,-111.280745,"2025-01-10 00:06:22",14.6
745,Mirror Lake,40.701123,-110.887579,"2025-01-10 00:06:22",3.0
746,Lucin,41.346238,-113.905283,"2025-01-10 00:06:23",22.6
747,Brian Head,37.692681,-112.850196,"2025-01-10 00:06:24",8.5
748,Salt Lake City,40.400000,-111.850500,"2025-01-10 00:51:20",22.9
749,Kamas,40.640216,-111.280745,"2025-01-10 00:51:21",12.2
